country,date,new_infections,new_infections_smooth,new_deaths,new_deaths_smooth,total_deaths_per_million,traffic_retail,traffic_supermarket,traffic_parks,traffic_transit_stations,traffic_workplaces,traffic_residential
Finland,2020-04-26,80.0,113,9.0,13,33.57,-45.0,-14.0,56.0,-56.0,-20.0,6.0
Finland,2020-04-27,101.0,113,4.0,13,34.292,-37.0,-13.0,60.0,-53.0,-46.0,14.0
Finland,2020-04-28,119.0,118,3.0,13,34.833,-39.0,-10.0,38.0,-54.0,-46.0,13.0
Finland,2020-04-29,45.0,103,6.0,8,35.916,-35.0,2.0,54.0,-52.0,-46.0,14.0
Finland,2020-04-30,166.0,111,7.0,8,37.179,-30.0,15.0,105.0,-48.0,-49.0,10.0
Finland,2020-05-01,89.0,101,5.0,5,38.082,-69.0,-44.0,152.0,-68.0,-82.0,23.0
Finland,2020-05-02,56.0,93,7.0,5,39.345,-47.0,-20.0,68.0,-54.0,-23.0,7.0
Finland,2020-05-03,128.0,100,2.0,4,39.705999999999996,-41.0,-11.0,94.0,-52.0,-16.0,4.0
Finland,2020-05-04,75.0,96,10.0,5,41.511,-31.0,-5.0,80.0,-49.0,-45.0,12.0
Finland,2020-05-05,73.0,90,10.0,6,43.316,-31.0,-5.0,129.0,-47.0,-44.0,12.0
Finland,2020-05-06,85.0,96,6.0,6,44.398999999999994,-32.0,-5.0,118.0,-48.0,-44.0,12.0
Finland,2020-05-07,161.0,95,6.0,6,45.481,-32.0,-3.0,96.0,-49.0,-44.0,12.0
Finland,2020-05-08,100.0,96,3.0,6,46.023,-33.0,-3.0,89.0,-50.0,-44.0,12.0
Finland,2020-05-09,65.0,98,5.0,6,46.925,-31.0,4.0,96.0,-42.0,-13.0,3.0
Finland,2020-05-10,142.0,100,5.0,6,47.828,-37.0,-7.0,81.0,-46.0,-9.0,2.0
Finland,2020-05-11,82.0,101,2.0,5,48.18899999999999,-40.0,-16.0,13.0,-54.0,-45.0,14.0
Finland,2020-05-12,22.0,93,4.0,4,48.911,-35.0,-7.0,68.0,-48.0,-43.0,13.0
Finland,2020-05-13,19.0,84,4.0,4,49.633,-36.0,-8.0,78.0,-49.0,-43.0,13.0
Finland,2020-05-14,51.0,68,9.0,4,51.257,-35.0,-6.0,77.0,-44.0,-32.0,9.0
Finland,2020-05-15,91.0,67,3.0,4,51.798,-34.0,-5.0,78.0,-48.0,-32.0,10.0
Finland,2020-05-16,83.0,70,6.0,4,52.881,-40.0,-9.0,38.0,-51.0,-15.0,6.0
Finland,2020-05-17,58.0,58,4.0,4,53.603,-37.0,-8.0,73.0,-51.0,-10.0,4.0
Finland,2020-05-18,61.0,55,1.0,4,53.784,-28.0,-6.0,86.0,-43.0,-31.0,9.0
Finland,2020-05-19,33.0,56,2.0,4,54.145,-30.0,-4.0,73.0,-44.0,-32.0,10.0
Finland,2020-05-20,19.0,56,1.0,3,54.325,-24.0,14.0,71.0,-34.0,-31.0,6.0
Finland,2020-05-21,44.0,55,3.0,2,54.867,-47.0,-14.0,149.0,-53.0,-76.0,17.0
Finland,2020-05-22,50.0,49,2.0,2,55.227,-29.0,-1.0,157.0,-41.0,-45.0,9.0
Finland,2020-05-23,44.0,44,0.0,1,55.227,-37.0,-4.0,130.0,-34.0,-8.0,1.0
Finland,2020-05-24,31.0,40,0.0,1,55.227,-34.0,1.0,80.0,-40.0,-5.0,-1.0
Finland,2020-05-25,11.0,33,1.0,1,55.408,-24.0,3.0,76.0,-35.0,-31.0,7.0
Finland,2020-05-26,20.0,31,1.0,1,55.588,-23.0,6.0,114.0,-30.0,-30.0,6.0
Finland,2020-05-27,29.0,32,4.0,1,56.31,-25.0,4.0,86.0,-34.0,-29.0,7.0
Finland,2020-05-28,64.0,35,1.0,1,56.49100000000001,-27.0,4.0,66.0,-36.0,-29.0,7.0
Finland,2020-05-29,51.0,35,0.0,1,56.49100000000001,-26.0,2.0,91.0,-36.0,-28.0,7.0
Finland,2020-05-30,33.0,34,1.0,1,56.67100000000001,-27.0,6.0,118.0,-21.0,32.0,-2.0
Finland,2020-05-31,50.0,36,2.0,1,57.032,-26.0,9.0,122.0,-31.0,4.0,-2.0
Finland,2020-06-01,33.0,40,4.0,1,57.754,-6.0,7.0,114.0,-27.0,-40.0,5.0
Finland,2020-06-02,26.0,40,0.0,1,57.754,-11.0,5.0,124.0,-26.0,-40.0,6.0
Finland,2020-06-03,2.0,37,0.0,1,57.754,-11.0,6.0,145.0,-26.0,-40.0,5.0
Finland,2020-06-04,24.0,31,1.0,1,57.935,-17.0,2.0,81.0,-33.0,-41.0,7.0
Finland,2020-06-05,0.0,24,1.0,1,58.115,-18.0,-1.0,100.0,-37.0,-41.0,7.0
Finland,2020-06-06,30.0,23,0.0,1,58.115,-24.0,-4.0,73.0,-32.0,-4.0,1.0
Finland,2020-06-07,23.0,19,0.0,0,58.115,-18.0,5.0,113.0,-29.0,3.0,-2.0
Finland,2020-06-08,17.0,17,1.0,0,58.29600000000001,-12.0,1.0,92.0,-35.0,-41.0,6.0
Finland,2020-06-09,20.0,16,0.0,0,58.29600000000001,-11.0,3.0,130.0,-30.0,-40.0,6.0
Finland,2020-06-10,24.0,19,1.0,0,58.476000000000006,-7.0,7.0,214.0,-26.0,-39.0,4.0
Finland,2020-06-11,15.0,18,0.0,0,58.476000000000006,-7.0,7.0,204.0,-30.0,-40.0,4.0
Finland,2020-06-12,24.0,21,1.0,0,58.657,-9.0,2.0,240.0,-31.0,-40.0,2.0
Finland,2020-06-13,9.0,18,0.0,0,58.657,-14.0,2.0,239.0,-19.0,5.0,-5.0
Finland,2020-06-14,14.0,17,0.0,0,58.657,-8.0,12.0,221.0,-24.0,8.0,-6.0
Finland,2020-06-15,17.0,17,1.0,0,58.836999999999996,4.0,13.0,223.0,-27.0,-41.0,3.0
Finland,2020-06-16,4.0,15,0.0,0,58.836999999999996,0.0,12.0,192.0,-27.0,-41.0,4.0
Finland,2020-06-17,4.0,12,0.0,0,58.836999999999996,4.0,22.0,241.0,-24.0,-41.0,2.0
Finland,2020-06-18,5.0,11,0.0,0,58.836999999999996,3.0,33.0,290.0,-26.0,-45.0,-1.0
Finland,2020-06-19,0.0,7,0.0,0,58.836999999999996,-48.0,-18.0,517.0,-52.0,-78.0,5.0
Finland,2020-06-20,16.0,8,0.0,0,58.836999999999996,-58.0,-37.0,330.0,-46.0,-23.0,-5.0
Finland,2020-06-21,9.0,7,0.0,0,58.836999999999996,-20.0,3.0,256.0,-31.0,2.0,-13.0
Finland,2020-06-22,1.0,5,0.0,0,58.836999999999996,3.0,12.0,255.0,-29.0,-47.0,2.0
Finland,2020-06-23,1.0,5,1.0,0,59.018,-1.0,9.0,275.0,-27.0,-46.0,4.0
Finland,2020-06-24,11.0,6,0.0,0,59.018,0.0,9.0,323.0,-26.0,-44.0,3.0
Finland,2020-06-25,12.0,7,0.0,0,59.018,-4.0,8.0,298.0,-28.0,-45.0,3.0
Finland,2020-06-26,5.0,7,0.0,0,59.018,-6.0,2.0,298.0,-30.0,-45.0,2.0
Finland,2020-06-27,19.0,8,1.0,0,59.198,-11.0,1.0,263.0,-16.0,1.0,-6.0
Finland,2020-06-28,0.0,7,0.0,0,59.198,-6.0,9.0,219.0,-21.0,8.0,-7.0
Finland,2020-06-29,0.0,6,0.0,0,59.198,0.0,7.0,173.0,-31.0,-47.0,5.0
Finland,2020-06-30,18.0,9,0.0,0,59.198,-2.0,4.0,93.0,-35.0,-48.0,8.0
Finland,2020-07-01,5.0,8,0.0,0,59.198,4.0,7.0,155.0,-29.0,-47.0,6.0
Finland,2020-07-02,22.0,9,0.0,0,59.198,1.0,5.0,194.0,-29.0,-47.0,5.0
Finland,2020-07-03,5.0,9,0.0,0,59.198,-2.0,0.0,207.0,-29.0,-47.0,4.0
Finland,2020-07-04,28.0,11,0.0,0,59.198,-12.0,-3.0,98.0,-26.0,-3.0,-1.0
Finland,2020-07-05,1.0,11,0.0,0,59.198,-5.0,4.0,137.0,-25.0,4.0,-3.0
Finland,2020-07-06,2.0,11,0.0,0,59.198,6.0,8.0,176.0,-29.0,-53.0,5.0
Finland,2020-07-07,3.0,9,0.0,0,59.198,3.0,7.0,184.0,-30.0,-53.0,6.0
Finland,2020-07-08,1.0,8,0.0,0,59.198,2.0,5.0,249.0,-28.0,-51.0,5.0
Finland,2020-07-09,7.0,6,0.0,0,59.198,-1.0,5.0,202.0,-32.0,-52.0,5.0
Finland,2020-07-10,4.0,6,0.0,0,59.198,-3.0,-1.0,235.0,-30.0,-51.0,3.0
Finland,2020-07-11,3.0,3,0.0,0,59.198,-14.0,-6.0,115.0,-28.0,-5.0,-1.0
Finland,2020-07-12,0.0,2,0.0,0,59.198,-3.0,6.0,194.0,-20.0,5.0,-5.0
Finland,2020-07-13,2.0,2,0.0,0,59.198,4.0,8.0,222.0,-32.0,-54.0,5.0
Finland,2020-07-14,1.0,2,0.0,0,59.198,5.0,7.0,277.0,-28.0,-54.0,5.0
Finland,2020-07-15,0.0,2,0.0,0,59.198,9.0,10.0,380.0,-27.0,-52.0,3.0
Finland,2020-07-16,0.0,1,0.0,0,59.198,4.0,8.0,350.0,-29.0,-53.0,2.0
Finland,2020-07-17,0.0,0,0.0,0,59.198,-2.0,1.0,358.0,-31.0,-52.0,1.0
Finland,2020-07-18,8.0,1,0.0,0,59.198,-6.0,-1.0,291.0,-17.0,1.0,-7.0
Finland,2020-07-19,17.0,4,0.0,0,59.198,2.0,10.0,276.0,-19.0,7.0,-9.0
Finland,2020-07-20,20.0,6,0.0,0,59.198,6.0,10.0,351.0,-29.0,-55.0,2.0
Finland,2020-07-21,2.0,6,0.0,0,59.198,2.0,7.0,279.0,-32.0,-55.0,5.0
Finland,2020-07-22,11.0,8,0.0,0,59.198,4.0,5.0,251.0,-31.0,-54.0,5.0
Finland,2020-07-23,11.0,9,0.0,0,59.198,-1.0,3.0,187.0,-35.0,-54.0,6.0
Finland,2020-07-24,10.0,11,0.0,0,59.198,-7.0,-2.0,175.0,-37.0,-53.0,6.0
Finland,2020-07-25,8.0,11,1.0,0,59.379,-9.0,-4.0,164.0,-24.0,-2.0,-3.0
Finland,2020-07-26,8.0,10,0.0,0,59.379,3.0,8.0,244.0,-17.0,7.0,-7.0
Finland,2020-07-27,5.0,7,0.0,0,59.379,5.0,8.0,315.0,-30.0,-53.0,3.0
Finland,2020-07-28,5.0,8,0.0,0,59.379,0.0,5.0,249.0,-33.0,-53.0,5.0
Finland,2020-07-29,6.0,7,0.0,0,59.379,0.0,4.0,223.0,-33.0,-53.0,6.0
Finland,2020-07-30,10.0,7,0.0,0,59.379,-1.0,4.0,229.0,-34.0,-53.0,5.0
Finland,2020-07-31,9.0,7,0.0,0,59.379,-2.0,1.0,272.0,-32.0,-51.0,2.0
Finland,2020-08-01,9.0,7,0.0,0,59.379,-7.0,-4.0,242.0,-15.0,1.0,-7.0
Finland,2020-08-02,11.0,7,0.0,0,59.379,-3.0,4.0,147.0,-24.0,3.0,-6.0
Finland,2020-08-03,10.0,8,0.0,0,59.379,7.0,10.0,185.0,-28.0,-47.0,4.0
Finland,2020-08-04,13.0,9,0.0,0,59.379,6.0,8.0,194.0,-28.0,-47.0,4.0
Finland,2020-08-05,17.0,11,2.0,0,59.74,6.0,7.0,258.0,-25.0,-46.0,3.0
Finland,2020-08-06,29.0,14,0.0,0,59.74,0.0,5.0,205.0,-29.0,-47.0,3.0
Finland,2020-08-07,20.0,15,0.0,0,59.74,-2.0,0.0,300.0,-28.0,-45.0,0.0
Finland,2020-08-08,22.0,17,0.0,0,59.74,-6.0,-2.0,302.0,-15.0,2.0,-7.0
Finland,2020-08-09,14.0,17,0.0,0,59.74,1.0,8.0,217.0,-19.0,7.0,-8.0
Finland,2020-08-10,16.0,18,0.0,0,59.74,4.0,7.0,194.0,-26.0,-43.0,2.0
Finland,2020-08-11,17.0,19,2.0,0,60.101000000000006,-1.0,3.0,159.0,-28.0,-42.0,4.0
Finland,2020-08-12,22.0,20,0.0,0,60.101000000000006,-3.0,3.0,166.0,-27.0,-39.0,3.0
Finland,2020-08-13,19.0,18,0.0,0,60.101000000000006,-5.0,4.0,154.0,-27.0,-38.0,2.0
Finland,2020-08-14,41.0,21,0.0,0,60.101000000000006,-5.0,2.0,186.0,-29.0,-37.0,0.0
Finland,2020-08-15,17.0,20,0.0,0,60.101000000000006,-8.0,-3.0,222.0,-20.0,2.0,-5.0
Finland,2020-08-16,20.0,21,0.0,0,60.101000000000006,-1.0,6.0,190.0,-21.0,6.0,-6.0
Finland,2020-08-17,11.0,21,0.0,0,60.101000000000006,-3.0,3.0,162.0,-26.0,-37.0,1.0
Norway,2020-02-01,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-08,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-09,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-10,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-12,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-13,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-14,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-02-15,0.0,0,0.0,0,0.0,1.0,1.0,26.0,7.0,-1.0,-1.0
Norway,2020-02-16,0.0,0,0.0,0,0.0,-5.0,3.0,-34.0,-5.0,-3.0,1.0
Norway,2020-02-17,0.0,0,0.0,0,0.0,2.0,0.0,13.0,-5.0,-12.0,2.0
Norway,2020-02-18,0.0,0,0.0,0,0.0,3.0,-1.0,15.0,-5.0,-11.0,1.0
Norway,2020-02-19,0.0,0,0.0,0,0.0,6.0,4.0,49.0,-1.0,-12.0,0.0
Norway,2020-02-20,0.0,0,0.0,0,0.0,-1.0,-2.0,-4.0,-9.0,-14.0,2.0
Norway,2020-02-21,0.0,0,0.0,0,0.0,1.0,-1.0,12.0,-4.0,-15.0,2.0
Norway,2020-02-22,0.0,0,0.0,0,0.0,-3.0,-1.0,9.0,2.0,-4.0,0.0
Norway,2020-02-23,0.0,0,0.0,0,0.0,-1.0,9.0,0.0,7.0,-2.0,-2.0
Norway,2020-02-24,0.0,0,0.0,0,0.0,1.0,1.0,21.0,3.0,-5.0,0.0
Norway,2020-02-25,0.0,0,0.0,0,0.0,1.0,1.0,13.0,-1.0,-4.0,1.0
Norway,2020-02-26,0.0,0,0.0,0,0.0,2.0,2.0,23.0,1.0,-4.0,0.0
Norway,2020-02-27,1.0,0,0.0,0,0.0,1.0,3.0,14.0,0.0,-5.0,1.0
Norway,2020-02-28,3.0,0,0.0,0,0.0,1.0,3.0,20.0,1.0,-5.0,1.0
Norway,2020-02-29,2.0,0,0.0,0,0.0,-4.0,-1.0,2.0,2.0,-2.0,0.0
Norway,2020-03-01,9.0,2,0.0,0,0.0,-10.0,2.0,-30.0,-1.0,-1.0,0.0
Norway,2020-03-02,4.0,2,0.0,0,0.0,-2.0,2.0,4.0,0.0,-2.0,1.0
Norway,2020-03-03,6.0,3,0.0,0,0.0,-1.0,1.0,6.0,-2.0,-1.0,1.0
Norway,2020-03-04,8.0,4,0.0,0,0.0,-3.0,1.0,9.0,1.0,-2.0,1.0
Norway,2020-03-05,23.0,7,0.0,0,0.0,0.0,4.0,26.0,3.0,-2.0,0.0
Norway,2020-03-06,30.0,11,0.0,0,0.0,-2.0,3.0,18.0,2.0,-2.0,0.0
Norway,2020-03-07,27.0,15,0.0,0,0.0,-7.0,0.0,29.0,1.0,-2.0,0.0
Norway,2020-03-08,34.0,18,0.0,0,0.0,-11.0,-2.0,-37.0,-9.0,-2.0,1.0
Norway,2020-03-09,22.0,21,0.0,0,0.0,-4.0,2.0,11.0,-2.0,-2.0,1.0
Norway,2020-03-10,23.0,23,0.0,0,0.0,-5.0,2.0,-4.0,-7.0,-1.0,2.0
Norway,2020-03-11,85.0,34,0.0,0,0.0,-6.0,9.0,10.0,-9.0,-3.0,3.0
Norway,2020-03-12,212.0,61,0.0,0,0.0,-6.0,51.0,-1.0,-20.0,-11.0,5.0
Norway,2020-03-13,132.0,76,1.0,0,0.184,-34.0,5.0,3.0,-39.0,-36.0,14.0
Norway,2020-03-14,0.0,72,0.0,0,0.184,-47.0,-9.0,26.0,-37.0,-23.0,8.0
Norway,2020-03-15,286.0,108,0.0,0,0.184,-71.0,-39.0,-50.0,-54.0,-27.0,11.0
Norway,2020-03-16,170.0,129,0.0,0,0.184,-39.0,-9.0,22.0,-49.0,-48.0,18.0
Norway,2020-03-17,92.0,139,2.0,0,0.5529999999999999,-44.0,-15.0,10.0,-53.0,-51.0,19.0
Norway,2020-03-18,139.0,147,0.0,0,0.5529999999999999,-46.0,-15.0,18.0,-55.0,-52.0,20.0
Norway,2020-03-19,115.0,133,0.0,0,0.5529999999999999,-44.0,-11.0,24.0,-56.0,-52.0,20.0
Norway,2020-03-20,129.0,133,3.0,0,1.107,-44.0,-12.0,31.0,-55.0,-52.0,21.0
Norway,2020-03-21,190.0,160,1.0,0,1.291,-49.0,-10.0,80.0,-42.0,-33.0,9.0
Norway,2020-03-22,184.0,145,0.0,0,1.291,-65.0,-32.0,-8.0,-57.0,-34.0,12.0
Norway,2020-03-23,206.0,150,0.0,0,1.291,-41.0,-14.0,-1.0,-58.0,-52.0,20.0
Norway,2020-03-24,239.0,171,1.0,0,1.476,-45.0,-14.0,-8.0,-59.0,-53.0,20.0
Norway,2020-03-25,195.0,179,2.0,1,1.845,-45.0,-13.0,0.0,-58.0,-52.0,20.0
Norway,2020-03-26,350.0,213,2.0,1,2.214,-43.0,-10.0,29.0,-56.0,-52.0,20.0
Norway,2020-03-27,240.0,229,2.0,1,2.582,-42.0,-9.0,16.0,-57.0,-50.0,21.0
Norway,2020-03-28,425.0,262,2.0,1,2.951,-47.0,-8.0,29.0,-50.0,-33.0,10.0
Norway,2020-03-29,264.0,274,4.0,1,3.6889999999999996,-65.0,-32.0,-5.0,-57.0,-34.0,11.0
Norway,2020-03-30,257.0,281,2.0,2,4.058,-37.0,-11.0,37.0,-53.0,-51.0,18.0
Norway,2020-03-31,124.0,265,4.0,2,4.796,-36.0,-7.0,23.0,-52.0,-51.0,18.0
Norway,2020-04-01,221.0,268,2.0,2,5.165,-36.0,-6.0,18.0,-54.0,-50.0,19.0
Norway,2020-04-02,218.0,249,4.0,2,5.903,-37.0,-4.0,-7.0,-58.0,-50.0,20.0
Norway,2020-04-03,270.0,254,10.0,4,7.747000000000001,-35.0,-3.0,13.0,-53.0,-49.0,19.0
Norway,2020-04-04,273.0,232,2.0,4,8.116,-40.0,-3.0,32.0,-46.0,-31.0,9.0
Norway,2020-04-05,302.0,237,6.0,4,9.222999999999999,-60.0,-22.0,14.0,-52.0,-32.0,11.0
Norway,2020-04-06,130.0,219,8.0,5,10.699000000000002,-16.0,9.0,89.0,-46.0,-58.0,17.0
Norway,2020-04-07,115.0,218,1.0,4,10.883,-12.0,27.0,104.0,-44.0,-59.0,16.0
Norway,2020-04-08,108.0,202,10.0,5,12.728,-11.0,40.0,37.0,-52.0,-64.0,18.0
Norway,2020-04-09,147.0,192,11.0,6,14.757,-80.0,-80.0,166.0,-58.0,-85.0,25.0
Norway,2020-04-10,150.0,175,8.0,6,16.232,-81.0,-80.0,163.0,-58.0,-85.0,26.0
Norway,2020-04-11,84.0,148,4.0,6,16.97,-43.0,-2.0,-2.0,-55.0,-36.0,9.0
Norway,2020-04-12,76.0,115,6.0,6,18.077,-63.0,-31.0,12.0,-52.0,-34.0,10.0
Norway,2020-04-13,95.0,110,5.0,6,18.999000000000002,-80.0,-80.0,70.0,-63.0,-86.0,27.0
Norway,2020-04-14,73.0,104,11.0,7,21.028000000000002,-26.0,7.0,3.0,-52.0,-47.0,17.0
Norway,2020-04-15,78.0,100,13.0,8,23.426,-29.0,-3.0,44.0,-47.0,-47.0,17.0
Norway,2020-04-16,111.0,95,3.0,7,23.98,-28.0,-2.0,53.0,-48.0,-46.0,17.0
Norway,2020-04-17,114.0,90,6.0,6,25.087,-24.0,3.0,68.0,-44.0,-44.0,16.0
Norway,2020-04-18,0.0,78,0.0,6,25.087,-31.0,3.0,99.0,-30.0,-21.0,6.0
Norway,2020-04-19,193.0,94,12.0,7,27.3,-41.0,1.0,88.0,-32.0,-20.0,6.0
Norway,2020-04-20,84.0,93,6.0,7,28.406999999999996,-17.0,1.0,106.0,-37.0,-43.0,13.0
Norway,2020-04-21,45.0,89,0.0,5,28.406999999999996,-20.0,5.0,135.0,-34.0,-42.0,12.0
Norway,2020-04-22,53.0,85,9.0,5,30.066999999999997,-22.0,4.0,130.0,-36.0,-42.0,12.0
Norway,2020-04-23,84.0,81,6.0,5,31.174,-22.0,5.0,93.0,-38.0,-41.0,13.0
Norway,2020-04-24,95.0,79,11.0,6,33.203,-25.0,2.0,56.0,-42.0,-41.0,13.0
Norway,2020-04-25,63.0,88,11.0,7,35.232,-29.0,1.0,95.0,-29.0,-19.0,5.0
Norway,2020-04-26,59.0,69,2.0,6,35.601,-43.0,-1.0,48.0,-37.0,-19.0,4.0
Norway,2020-04-27,38.0,62,0.0,5,35.601,-19.0,-1.0,20.0,-41.0,-38.0,13.0
Norway,2020-04-28,28.0,60,0.0,5,35.601,-18.0,3.0,48.0,-38.0,-37.0,11.0
Norway,2020-04-29,72.0,62,2.0,4,35.97,-16.0,7.0,56.0,-35.0,-37.0,12.0
Norway,2020-04-30,62.0,59,7.0,4,37.260999999999996,-5.0,39.0,51.0,-34.0,-38.0,9.0
Norway,2020-05-01,43.0,52,2.0,3,37.63,-74.0,-78.0,119.0,-55.0,-82.0,24.0
Norway,2020-05-02,49.0,50,0.0,1,37.63,-16.0,17.0,95.0,-25.0,-16.0,4.0
Norway,2020-05-03,0.0,41,0.0,1,37.63,-39.0,4.0,48.0,-34.0,-17.0,2.0
Norway,2020-05-04,50.0,43,4.0,2,38.368,-11.0,4.0,51.0,-35.0,-36.0,11.0
Norway,2020-05-05,38.0,44,0.0,2,38.368,-13.0,5.0,66.0,-33.0,-35.0,11.0
Norway,2020-05-06,56.0,42,1.0,2,38.552,-13.0,6.0,74.0,-32.0,-34.0,11.0
Norway,2020-05-07,50.0,40,0.0,1,38.552,-14.0,9.0,70.0,-34.0,-34.0,11.0
Norway,2020-05-08,42.0,40,0.0,0,38.552,-14.0,4.0,64.0,-33.0,-32.0,10.0
Norway,2020-05-09,39.0,39,4.0,1,39.29,-18.0,5.0,84.0,-22.0,-11.0,3.0
Norway,2020-05-10,35.0,44,0.0,1,39.29,-42.0,0.0,2.0,-44.0,-15.0,5.0
Norway,2020-05-11,30.0,41,4.0,1,40.028,-10.0,3.0,39.0,-33.0,-32.0,11.0
Norway,2020-05-12,7.0,37,7.0,2,41.318999999999996,-9.0,9.0,27.0,-34.0,-29.0,10.0
Norway,2020-05-13,29.0,33,4.0,2,42.056999999999995,-9.0,8.0,52.0,-30.0,-27.0,10.0
Norway,2020-05-14,23.0,29,1.0,2,42.24100000000001,-5.0,15.0,43.0,-31.0,-27.0,8.0
Norway,2020-05-15,17.0,25,3.0,3,42.795,-7.0,12.0,35.0,-32.0,-26.0,9.0
Norway,2020-05-16,22.0,23,0.0,2,42.795,-15.0,16.0,21.0,-30.0,-10.0,4.0
Norway,2020-05-17,0.0,18,0.0,2,42.795,-29.0,-22.0,19.0,-22.0,-6.0,1.0
Norway,2020-05-18,0.0,14,0.0,2,42.795,-14.0,-8.0,61.0,-30.0,-27.0,9.0
Norway,2020-05-19,52.0,20,1.0,1,42.979,-6.0,5.0,92.0,-26.0,-25.0,7.0
Norway,2020-05-20,8.0,17,0.0,0,42.979,9.0,41.0,127.0,-17.0,-25.0,3.0
Norway,2020-05-21,11.0,15,1.0,0,43.163999999999994,-61.0,-70.0,227.0,-44.0,-81.0,19.0
Norway,2020-05-22,0.0,13,0.0,0,43.163999999999994,-1.0,15.0,92.0,-36.0,-49.0,11.0
Norway,2020-05-23,41.0,16,1.0,0,43.348,-16.0,2.0,74.0,-27.0,-9.0,3.0
Norway,2020-05-24,0.0,16,0.0,0,43.348,-26.0,9.0,27.0,-29.0,-8.0,0.0
Norway,2020-05-25,0.0,16,0.0,0,43.348,0.0,10.0,106.0,-24.0,-26.0,6.0
Norway,2020-05-26,43.0,14,0.0,0,43.348,-2.0,8.0,74.0,-27.0,-23.0,7.0
Norway,2020-05-27,12.0,15,0.0,0,43.348,-1.0,11.0,82.0,-26.0,-23.0,7.0
Norway,2020-05-28,19.0,16,0.0,0,43.348,0.0,16.0,98.0,-24.0,-23.0,6.0
Norway,2020-05-29,18.0,19,1.0,0,43.532,0.0,18.0,142.0,-17.0,-23.0,2.0
Norway,2020-05-30,10.0,14,0.0,0,43.532,-16.0,2.0,210.0,-4.0,-3.0,-3.0
Norway,2020-05-31,0.0,14,0.0,0,43.532,-13.0,49.0,172.0,-12.0,-3.0,-3.0
Norway,2020-06-01,0.0,14,0.0,0,43.532,-54.0,-66.0,314.0,-31.0,-80.0,9.0
Norway,2020-06-02,0.0,8,0.0,0,43.532,7.0,31.0,119.0,-19.0,-22.0,3.0
Norway,2020-06-03,35.0,11,1.0,0,43.717,1.0,13.0,97.0,-22.0,-21.0,5.0
Norway,2020-06-04,0.0,9,0.0,0,43.717,-1.0,12.0,60.0,-26.0,-22.0,6.0
Norway,2020-06-05,31.0,10,1.0,0,43.901,-5.0,7.0,42.0,-27.0,-21.0,6.0
Norway,2020-06-06,27.0,13,0.0,0,43.901,-8.0,6.0,47.0,-24.0,-2.0,2.0
Norway,2020-06-07,0.0,13,0.0,0,43.901,-24.0,7.0,11.0,-34.0,-4.0,3.0
Norway,2020-06-08,0.0,13,0.0,0,43.901,2.0,7.0,72.0,-24.0,-22.0,6.0
Norway,2020-06-09,43.0,19,1.0,0,44.086000000000006,3.0,8.0,104.0,-22.0,-21.0,4.0
Norway,2020-06-10,16.0,16,0.0,0,44.086000000000006,3.0,11.0,111.0,-21.0,-21.0,4.0
Norway,2020-06-11,13.0,18,0.0,0,44.086000000000006,6.0,18.0,153.0,-18.0,-22.0,3.0
Norway,2020-06-12,18.0,16,3.0,0,44.638999999999996,8.0,15.0,175.0,-12.0,-22.0,0.0
Norway,2020-06-13,12.0,14,0.0,0,44.638999999999996,-6.0,9.0,207.0,-1.0,0.0,-4.0
Norway,2020-06-14,0.0,14,0.0,0,44.638999999999996,-4.0,41.0,136.0,-8.0,1.0,-6.0
Norway,2020-06-15,0.0,14,0.0,0,44.638999999999996,14.0,19.0,181.0,-13.0,-23.0,2.0
Norway,2020-06-16,25.0,12,0.0,0,44.638999999999996,13.0,19.0,181.0,-13.0,-23.0,2.0
Norway,2020-06-17,0.0,9,0.0,0,44.638999999999996,13.0,19.0,173.0,-13.0,-23.0,2.0
Norway,2020-06-18,29.0,12,1.0,0,44.824,16.0,24.0,187.0,-12.0,-23.0,1.0
